ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
M_T_PCIT_1_3	1217	3422	4639	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_4	191	4679	4870	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S21
M_T_PCIT_1_5	554	4928	5482	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	O-sialoglycoprotein endopeptidase
M_T_PCIT_1_6	956	5482	6438	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative homoserine kinase
M_T_PCIT_1_7	1208	6553	7761	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	ATP-dependent Clp protease ATP-binding subunit clpX
M_T_PCIT_1_8	659	7764	8423	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative ATP-dependent Clp protease proteolytic subunit
M_T_PCIT_1_9	1319	8600	9919	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_10	257	10757	11014	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_11	350	11007	11357	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L32
M_T_PCIT_1_12	260	11357	11617	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_13	476	11695	12171	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_14	1136	12264	13400	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative chaperone protein DnaJ
M_T_PCIT_1_15	1904	13452	15356	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_16	299	15379	15678	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	protein GrpE
M_T_PCIT_1_17	1088	15993	17081	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	phospho-2-dehydro-3-deoxyheptonate aldolase
M_T_PCIT_1_18	356	17083	17439	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	hypothetical protein
M_T_PCIT_1_19	2267	18246	20513	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_20	185	20704	20889	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_21	293	21069	21362	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_22	320	21715	22035	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_23	704	22226	22930	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative methyltransferase GidB
M_T_PCIT_1_24	179	22972	23151	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_25	278	23627	23905	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S20
M_T_PCIT_1_26	485	23962	24447	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_27	545	24538	25083	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_28	230	25154	25384	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_29	374	25728	26102	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L13
M_T_PCIT_1_30	386	26099	26485	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S9
M_T_PCIT_1_31	326	26491	26817	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	protein HesB
M_T_PCIT_1_32	1664	26911	28575	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_33	773	29315	30088	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	hypothetical protein
M_T_PCIT_1_34	1001	30089	31090	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative chorismate mutase/prephenate dehydratase
M_T_PCIT_1_35	1271	31105	32376	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 3-phosphoshikimate-1-carboxyvinyltransferase
M_T_PCIT_1_36	1556	32493	34049	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_37	281	34037	34318	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S16
M_T_PCIT_1_38	314	34300	34614	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L19
M_T_PCIT_1_39	836	34576	35412	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 5,10-methylenetetrahydrofolate reductase
M_T_PCIT_1_40	1640	36961	38601	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_41	290	38644	38934	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative co-chaperonin GroES (HSP10)
M_T_PCIT_1_42	3161	39098	42259	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_43	392	42218	42610	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	hypothetical protein
M_T_PCIT_1_44	1610	42689	44299	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_45	986	44312	45298	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	acetohydroxy acid isomeroreductase
M_T_PCIT_1_46	1175	45288	46463	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 2-isopropylmalate synthase
M_T_PCIT_1_47	281	46484	46765	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S15
M_T_PCIT_1_48	143	46890	47033	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_49	269	50046	50315	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_50	215	51762	51977	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_51	299	52539	52838	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_52	287	52840	53127	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L21
M_T_PCIT_1_53	293	53087	53380	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L27
M_T_PCIT_1_54	680	53672	54352	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative DNA polymerase III subunit epsilon
M_T_PCIT_1_55	488	55056	55544	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_56	290	56181	56471	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_57	608	56565	57173	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative ribosomal RNA large subunit methyltransferase J
M_T_PCIT_1_58	671	57897	58568	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_59	614	58568	59182	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_60	203	59187	59390	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L31
M_T_PCIT_1_61	1403	59374	60777	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_62	1220	60777	61997	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative homoserine dehydrogenase
M_T_PCIT_1_63	1334	61990	63324	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	replicative DNA helicase
M_T_PCIT_1_64	425	63354	63779	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L9
M_T_PCIT_1_65	281	63781	64062	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S18
M_T_PCIT_1_66	344	64059	64403	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S6
M_T_PCIT_1_67	260	64400	64660	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_68	176	64692	64868	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_69	251	65613	65864	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_70	290	66235	66525	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	hypothetical protein
M_T_PCIT_1_71	1544	66509	68053	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_72	185	68995	69180	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_73	206	69324	69530	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_74	317	69788	70105	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L20
M_T_PCIT_1_75	494	70299	70793	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	translation initiation factor IF-3
M_T_PCIT_1_76	356	70881	71237	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_77	1088	71234	72322	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	chorismate synthase
M_T_PCIT_1_78	203	72557	72760	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_79	263	72890	73153	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative SsrA-binding protein
M_T_PCIT_1_80	509	73629	74138	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S2
M_T_PCIT_1_81	824	74409	75233	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative tetrahydrodipicolinate succinylase
M_T_PCIT_1_82	212	75192	75404	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_83	1235	75618	76853	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative aspartate kinase
M_T_PCIT_1_84	419	77020	77439	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_85	542	78748	79290	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative glutamine amidotransferase anthranilate synthase
M_T_PCIT_1_86	995	79287	80282	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative anthranilate phosphoribosyltransferase
M_T_PCIT_1_87	260	80675	80935	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_88	206	81413	81619	M_T_PCIT_1	138927	+		Betaproteobacteria (28216)	Cold shock protein
M_T_PCIT_1_89	1019	81596	82615	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_90	308	83432	83740	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	2Fe-2S ferredoxin, iron-sulfur binding protein
M_T_PCIT_1_91	314	84304	84618	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_92	395	84606	85001	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative FeS cluster assembly scaffold IscU
M_T_PCIT_1_93	1154	84988	86142	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative cysteine desulfurase IscS
M_T_PCIT_1_94	893	86157	87050	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_95	326	87473	87799	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_96	731	88491	89222	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_97	1286	89315	90601	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal subunit stability factor
M_T_PCIT_1_98	875	90871	91746	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative radical SAM enzyme, Cfr family
M_T_PCIT_1_99	224	91912	92136	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_100	1076	92120	93196	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative DNA polymerase III subunit gamma tau
M_T_PCIT_1_101	137	93452	93589	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_102	374	93795	94169	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative ClpXP protease specificity-enhancing factor
M_T_PCIT_1_103	599	94174	94773	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative phosphoribosyl-ATP diphosphatase
M_T_PCIT_1_104	752	94817	95569	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative imidazole glycerol phosphate synthase, cyclase subunit
M_T_PCIT_1_105	731	95576	96307	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
M_T_PCIT_1_106	611	96295	96906	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative imidazole glycerol phosphate synthase subunit HisH
M_T_PCIT_1_107	560	96887	97447	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative imidazoleglycerol-phosphate dehydratase
M_T_PCIT_1_108	629	97525	98154	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	ATP phosphoribosyltransferase catalytic subunit
M_T_PCIT_1_109	1097	98132	99229	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 3-dehydroquinate synthase
M_T_PCIT_1_110	452	99226	99678	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative shikimate kinase
M_T_PCIT_1_111	269	99738	100007	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L17
M_T_PCIT_1_112	665	100022	100687	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative DNA-directed RNA polymerase subunit alpha N-terminal domain-containing protein
M_T_PCIT_1_113	608	100681	101289	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S4
M_T_PCIT_1_114	395	101291	101686	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S11
M_T_PCIT_1_115	365	101683	102048	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S13
M_T_PCIT_1_116	323	102172	102495	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative translation initiation factor IF-1
M_T_PCIT_1_117	248	102568	102816	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_118	224	102902	103126	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_119	470	103089	103559	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S5
M_T_PCIT_1_120	314	103556	103870	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L18
M_T_PCIT_1_121	560	103867	104427	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L6
M_T_PCIT_1_122	407	104417	104824	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S8
M_T_PCIT_1_123	305	104828	105133	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S14
M_T_PCIT_1_124	572	105133	105705	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L5
M_T_PCIT_1_125	368	105702	106070	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L14P
M_T_PCIT_1_126	230	106284	106514	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_127	404	106505	106909	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L16
M_T_PCIT_1_128	791	106893	107684	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S3
M_T_PCIT_1_129	287	107920	108207	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S19
M_T_PCIT_1_130	761	108200	108961	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L2
M_T_PCIT_1_131	611	109173	109784	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L4
M_T_PCIT_1_132	617	109753	110370	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	50S ribosomal protein L3
M_T_PCIT_1_133	293	110377	110670	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 30S ribosomal protein S10
M_T_PCIT_1_134	1187	110679	111866	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	elongation factor Tu
M_T_PCIT_1_135	2099	111885	113984	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_136	470	113986	114456	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	30S ribosomal protein S7
M_T_PCIT_1_137	4031	114583	118614	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_138	3716	118611	122327	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_139	365	122480	122845	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L7/L12
M_T_PCIT_1_140	515	122827	123342	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L10
M_T_PCIT_1_141	416	123393	123809	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative 50S ribosomal protein L11
M_T_PCIT_1_142	215	124178	124393	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_143	269	125840	126109	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_144	143	129122	129265	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_145	203	129571	129774	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_146	521	130209	130730	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative ribose-phosphate diphosphokinase
M_T_PCIT_1_147	482	130724	131206	M_T_PCIT_1	138927	+		root (1)	hypothetical protein
M_T_PCIT_1_148	479	132214	132693	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_149	1253	132730	133983	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_150	533	134019	134552	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	hypothetical protein
M_T_PCIT_1_151	179	135647	135826	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_152	935	136168	137103	M_T_PCIT_1	138927	+		Candidatus Tremblaya princeps (189385)	putative transaldolase
M_T_PCIT_1_153	224	137566	137790	M_T_PCIT_1	138927	-		root (1)	hypothetical protein
M_T_PCIT_1_154	974	137781	138755	M_T_PCIT_1	138927	-		Candidatus Tremblaya princeps (189385)	putative malate dehydrogenase
