id	seqname	start	end	strand	ec	taxonomy	product
gi|407461552|ref|NC_018655.1|_1247	gi|407461552|ref|NC_018655.1|	1010663	1010854	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1248	gi|407461552|ref|NC_018655.1|	1011145	1011348	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1249	gi|407461552|ref|NC_018655.1|	1011525	1012334	+		Aigarchaeota	chromosome partitioning protein, ParB family
gi|407461552|ref|NC_018655.1|_1250	gi|407461552|ref|NC_018655.1|	1012411	1013619	+		"Nitrosopumilaceae" Konneke et al. 2005	Kef-type K transport system, membrane component
gi|407461552|ref|NC_018655.1|_1251	gi|407461552|ref|NC_018655.1|	1013747	1013935	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1252	gi|407461552|ref|NC_018655.1|	1013958	1014386	-		Gammaproteobacteria Garrity et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1253	gi|407461552|ref|NC_018655.1|	1014512	1015075	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1254	gi|407461552|ref|NC_018655.1|	1015132	1015251	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1255	gi|407461552|ref|NC_018655.1|	1015358	1015771	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1256	gi|407461552|ref|NC_018655.1|	1015884	1016147	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1257	gi|407461552|ref|NC_018655.1|	1016384	1018078	+		Aigarchaeota	MscS mechanosensitive ion channel
gi|407461552|ref|NC_018655.1|_1258	gi|407461552|ref|NC_018655.1|	1018209	1018694	+		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1259	gi|407461552|ref|NC_018655.1|	1018720	1018902	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1260	gi|407461552|ref|NC_018655.1|	1019135	1020043	+		Archaeoglobus veneficus DSM 11195	sodium:neurotransmitter symporter
gi|407461552|ref|NC_018655.1|_1261	gi|407461552|ref|NC_018655.1|	1020070	1020438	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1262	gi|407461552|ref|NC_018655.1|	1020441	1021139	-		Candidatus Nitrosopumilus koreensis AR1	UspA domain-containing protein
gi|407461552|ref|NC_018655.1|_1263	gi|407461552|ref|NC_018655.1|	1021277	1021552	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1264	gi|407461552|ref|NC_018655.1|	1021707	1022858	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1265	gi|407461552|ref|NC_018655.1|	1023044	1024426	+		Candidatus Nitrosoarchaeum	Signal transduction histidine kinase
gi|407461552|ref|NC_018655.1|_1266	gi|407461552|ref|NC_018655.1|	1024662	1024895	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1267	gi|407461552|ref|NC_018655.1|	1025169	1026611	+		Aigarchaeota	glycosyl transferase
gi|407461552|ref|NC_018655.1|_1268	gi|407461552|ref|NC_018655.1|	1026670	1027815	+	2.4.1.83	"Nitrosopumilaceae" Konneke et al. 2005	dolichol-phosphate mannosyltransferase
gi|407461552|ref|NC_018655.1|_1269	gi|407461552|ref|NC_018655.1|	1027851	1028108	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1270	gi|407461552|ref|NC_018655.1|	1028194	1028649	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1271	gi|407461552|ref|NC_018655.1|	1028685	1028939	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1272	gi|407461552|ref|NC_018655.1|	1028943	1029461	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1273	gi|407461552|ref|NC_018655.1|	1029518	1029682	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1274	gi|407461552|ref|NC_018655.1|	1029824	1030057	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1275	gi|407461552|ref|NC_018655.1|	1030059	1030724	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1276	gi|407461552|ref|NC_018655.1|	1030778	1031329	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1277	gi|407461552|ref|NC_018655.1|	1031336	1031782	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1278	gi|407461552|ref|NC_018655.1|	1031772	1032221	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1279	gi|407461552|ref|NC_018655.1|	1032218	1032952	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1280	gi|407461552|ref|NC_018655.1|	1032949	1033524	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1281	gi|407461552|ref|NC_018655.1|	1033478	1035268	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1282	gi|407461552|ref|NC_018655.1|	1035320	1036132	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1283	gi|407461552|ref|NC_018655.1|	1036233	1036568	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1284	gi|407461552|ref|NC_018655.1|	1036762	1038474	-		"Nitrosopumilaceae" Konneke et al. 2005	sensor protein
gi|407461552|ref|NC_018655.1|_1285	gi|407461552|ref|NC_018655.1|	1038544	1039344	-		Nitrosoarchaeum limnia	ArsR family transcriptional regulator
gi|407461552|ref|NC_018655.1|_1286	gi|407461552|ref|NC_018655.1|	1039402	1039944	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1287	gi|407461552|ref|NC_018655.1|	1039948	1040175	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1288	gi|407461552|ref|NC_018655.1|	1040238	1041572	-		"Nitrosopumilaceae" Konneke et al. 2005	multicopper oxidase type 3
gi|407461552|ref|NC_018655.1|_1289	gi|407461552|ref|NC_018655.1|	1042541	1043041	+		Nitrosopumilaceae archaeon SFB1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1290	gi|407461552|ref|NC_018655.1|	1043042	1044370	-		Aigarchaeota	multicopper oxidase type 3
gi|407461552|ref|NC_018655.1|_1291	gi|407461552|ref|NC_018655.1|	1044764	1045138	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1292	gi|407461552|ref|NC_018655.1|	1046142	1048073	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1293	gi|407461552|ref|NC_018655.1|	1048073	1048561	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1294	gi|407461552|ref|NC_018655.1|	1048545	1049180	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1295	gi|407461552|ref|NC_018655.1|	1049326	1049724	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1296	gi|407461552|ref|NC_018655.1|	1049855	1051093	-		Candidatus Nitrosoarchaeum	integrase family protein, partial
gi|407461552|ref|NC_018655.1|_1297	gi|407461552|ref|NC_018655.1|	1051136	1051516	-		"Nitrosopumilaceae" Konneke et al. 2005	putative membrane protein
gi|407461552|ref|NC_018655.1|_1298	gi|407461552|ref|NC_018655.1|	1051548	1051910	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1299	gi|407461552|ref|NC_018655.1|	1051946	1052599	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1300	gi|407461552|ref|NC_018655.1|	1052622	1053113	-		"Nitrosopumilaceae" Konneke et al. 2005	Exported protein
gi|407461552|ref|NC_018655.1|_1301	gi|407461552|ref|NC_018655.1|	1053199	1053942	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1302	gi|407461552|ref|NC_018655.1|	1053951	1054307	-		Nitrosoarchaeum limnia	hypothetical protein
gi|407461552|ref|NC_018655.1|_1303	gi|407461552|ref|NC_018655.1|	1054443	1054907	+		Candidatus Nitrosopumilus sp. AR2	iron (metal) dependent repressor, DtxR family
gi|407461552|ref|NC_018655.1|_1304	gi|407461552|ref|NC_018655.1|	1054894	1056270	-		marine archaeal group 1 strain BD31	ATPase (PilT family)
gi|407461552|ref|NC_018655.1|_1305	gi|407461552|ref|NC_018655.1|	1056281	1056712	-		Candidatus Nitrosopumilus salaria	ATPase
gi|407461552|ref|NC_018655.1|_1306	gi|407461552|ref|NC_018655.1|	1056743	1057111	-		"Nitrosopumilaceae" Konneke et al. 2005	FOG: CheY-like receiver
gi|407461552|ref|NC_018655.1|_1307	gi|407461552|ref|NC_018655.1|	1057149	1057502	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1308	gi|407461552|ref|NC_018655.1|	1057564	1059456	+		Candidatus Nitrosoarchaeum limnia str. BG20	integral membrane sensor signal transduction histidine kinase
gi|407461552|ref|NC_018655.1|_1309	gi|407461552|ref|NC_018655.1|	1059703	1061124	+		"Nitrosopumilaceae" Konneke et al. 2005	TldD protein
gi|407461552|ref|NC_018655.1|_1310	gi|407461552|ref|NC_018655.1|	1061125	1061715	+	2.7.7.7	"Nitrosopumilaceae" Konneke et al. 2005	DNA polymerase bacteriophage-type
gi|407461552|ref|NC_018655.1|_1311	gi|407461552|ref|NC_018655.1|	1061699	1062205	+	3.2.2.21	"Nitrosopumilaceae" Konneke et al. 2005	DNA-3-methyladenine glycosylase
gi|407461552|ref|NC_018655.1|_1312	gi|407461552|ref|NC_018655.1|	1062252	1062884	-		"Nitrosopumilaceae" Konneke et al. 2005	SNARE associated golgi protein
gi|407461552|ref|NC_018655.1|_1313	gi|407461552|ref|NC_018655.1|	1062975	1063349	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1314	gi|407461552|ref|NC_018655.1|	1063480	1063773	+		marine archaeal group 1 strain BD31	hypothetical protein
gi|407461552|ref|NC_018655.1|_1315	gi|407461552|ref|NC_018655.1|	1063775	1064710	-		Candidatus Nitrosopumilus salaria	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
gi|407461552|ref|NC_018655.1|_1316	gi|407461552|ref|NC_018655.1|	1064793	1065311	+		"Nitrosopumilaceae" Konneke et al. 2005	transcription elongation factor NusA
gi|407461552|ref|NC_018655.1|_1317	gi|407461552|ref|NC_018655.1|	1065311	1066597	+		"Nitrosopumilaceae" Konneke et al. 2005	Aspartyl/asparaginyl-tRNA synthetases
gi|407461552|ref|NC_018655.1|_1318	gi|407461552|ref|NC_018655.1|	1066636	1066881	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1319	gi|407461552|ref|NC_018655.1|	1067177	1067449	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1320	gi|407461552|ref|NC_018655.1|	1067558	1068571	-		"Nitrosopumilaceae" Konneke et al. 2005	Isocitrate/isopropylmalate dehydrogenase
gi|407461552|ref|NC_018655.1|_1321	gi|407461552|ref|NC_018655.1|	1068638	1068901	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1322	gi|407461552|ref|NC_018655.1|	1068962	1070473	-		"Nitrosopumilaceae" Konneke et al. 2005	Isopropylmalate/homocitrate/citramalate synthases
gi|407461552|ref|NC_018655.1|_1323	gi|407461552|ref|NC_018655.1|	1070470	1070955	-		"Nitrosopumilaceae" Konneke et al. 2005	Acetolactate synthase, small (regulatory) subunit
gi|407461552|ref|NC_018655.1|_1324	gi|407461552|ref|NC_018655.1|	1070964	1072661	-		"Nitrosopumilaceae" Konneke et al. 2005	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]
gi|407461552|ref|NC_018655.1|_1325	gi|407461552|ref|NC_018655.1|	1072889	1073293	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1326	gi|407461552|ref|NC_018655.1|	1073295	1074239	-		marine archaeal group 1 strain BD31	DhnA-type fructose-1,6-bisphosphate aldolase related enzymes
gi|407461552|ref|NC_018655.1|_1327	gi|407461552|ref|NC_018655.1|	1074278	1075306	-		"Nitrosopumilaceae" Konneke et al. 2005	Threonine dehydrogenase related Zn-dependent dehydrogenases
gi|407461552|ref|NC_018655.1|_1328	gi|407461552|ref|NC_018655.1|	1075347	1075640	-	3.6.3.14	Candidatus Nitrosopumilus sp. AR2	V-type H+-transporting ATPase subunit F
gi|407461552|ref|NC_018655.1|_1329	gi|407461552|ref|NC_018655.1|	1075730	1076029	+		Candidatus Nitrosopumilus salaria	hypothetical protein
gi|407461552|ref|NC_018655.1|_1330	gi|407461552|ref|NC_018655.1|	1076032	1076283	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1331	gi|407461552|ref|NC_018655.1|	1076518	1077417	+		"Nitrosopumilaceae" Konneke et al. 2005	metallophosphoesterase
gi|407461552|ref|NC_018655.1|_1332	gi|407461552|ref|NC_018655.1|	1077421	1080663	-		Aigarchaeota	Carbamoylphosphate synthase large subunit (split gene MJ)
gi|407461552|ref|NC_018655.1|_1333	gi|407461552|ref|NC_018655.1|	1080668	1081828	-	6.3.5.5	"Nitrosopumilaceae" Konneke et al. 2005	synthase small chain OS Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 JCM 8422 Vc1) GN carA PE 3 SV 1
gi|407461552|ref|NC_018655.1|_1334	gi|407461552|ref|NC_018655.1|	1081891	1083084	-		"Nitrosopumilaceae" Konneke et al. 2005	ATPases AAA+ class
gi|407461552|ref|NC_018655.1|_1335	gi|407461552|ref|NC_018655.1|	1083095	1083586	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1336	gi|407461552|ref|NC_018655.1|	1083583	1084140	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1337	gi|407461552|ref|NC_018655.1|	1084297	1085457	+		"Nitrosopumilaceae" Konneke et al. 2005	transcriptional regulator, TrmB
gi|407461552|ref|NC_018655.1|_1338	gi|407461552|ref|NC_018655.1|	1085485	1085940	+		"Nitrosopumilaceae" Konneke et al. 2005	Putative translation initiation inhibitor, yjgF family
gi|407461552|ref|NC_018655.1|_1339	gi|407461552|ref|NC_018655.1|	1086337	1086705	+		Candidatus Nitrosopumilus sp. AR2	pyridoxamine 5'-phosphate oxidase family protein
gi|407461552|ref|NC_018655.1|_1340	gi|407461552|ref|NC_018655.1|	1086792	1087634	-		"Nitrosopumilaceae" Konneke et al. 2005	archaea-specific RecJ-like exonuclease
gi|407461552|ref|NC_018655.1|_1341	gi|407461552|ref|NC_018655.1|	1087967	1088158	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1342	gi|407461552|ref|NC_018655.1|	1088278	1089441	+	2.3.3.1	"Nitrosopumilaceae" Konneke et al. 2005	citrate synthase
gi|407461552|ref|NC_018655.1|_1343	gi|407461552|ref|NC_018655.1|	1089444	1089650	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1344	gi|407461552|ref|NC_018655.1|	1089727	1090074	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1345	gi|407461552|ref|NC_018655.1|	1090371	1091003	+		"Nitrosopumilaceae" Konneke et al. 2005	blue (type1) copper domain-containing protein
gi|407461552|ref|NC_018655.1|_1346	gi|407461552|ref|NC_018655.1|	1091023	1092609	-		"Nitrosopumilus" Konneke et al. 2005	excinuclease ABC subunit C
gi|407461552|ref|NC_018655.1|_1347	gi|407461552|ref|NC_018655.1|	1092606	1094891	-		"Nitrosopumilaceae" Konneke et al. 2005	Excinuclease ATPase subunit
gi|407461552|ref|NC_018655.1|_1348	gi|407461552|ref|NC_018655.1|	1094882	1095424	-		"Nitrosopumilaceae" Konneke et al. 2005	Excinuclease ATPase subunit
gi|407461552|ref|NC_018655.1|_1349	gi|407461552|ref|NC_018655.1|	1095411	1096643	-		Candidatus Nitrosoarchaeum	Helicase subunit DNA excision repair complex
gi|407461552|ref|NC_018655.1|_1350	gi|407461552|ref|NC_018655.1|	1096640	1097365	-		"Nitrosopumilaceae" Konneke et al. 2005	Helicase subunit DNA excision repair complex
gi|407461552|ref|NC_018655.1|_1351	gi|407461552|ref|NC_018655.1|	1097412	1098035	-		Candidatus Nitrosoarchaeum koreensis	pyridoxamine 5'-phosphate oxidase-related FMN-binding
gi|407461552|ref|NC_018655.1|_1352	gi|407461552|ref|NC_018655.1|	1098105	1098323	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1353	gi|407461552|ref|NC_018655.1|	1098325	1098414	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1354	gi|407461552|ref|NC_018655.1|	1098530	1099039	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1355	gi|407461552|ref|NC_018655.1|	1098943	1099173	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1356	gi|407461552|ref|NC_018655.1|	1099232	1100338	-		"Nitrosopumilaceae" Konneke et al. 2005	luciferase family protein
gi|407461552|ref|NC_018655.1|_1357	gi|407461552|ref|NC_018655.1|	1100433	1101377	-		marine archaeal group 1 strain BD31	iron-containing alcohol dehydrogenase
gi|407461552|ref|NC_018655.1|_1358	gi|407461552|ref|NC_018655.1|	1101430	1102425	+	1.1.1.81	Nitrosopumilus sp. MY1	hydroxypyruvate reductase
gi|407461552|ref|NC_018655.1|_1359	gi|407461552|ref|NC_018655.1|	1102434	1102706	+	1.1.1.81	"Nitrosopumilaceae" Konneke et al. 2005	hydroxypyruvate reductase
gi|407461552|ref|NC_018655.1|_1360	gi|407461552|ref|NC_018655.1|	1102768	1103004	+		Nitrosoarchaeum limnia	hypothetical protein
gi|407461552|ref|NC_018655.1|_1361	gi|407461552|ref|NC_018655.1|	1102997	1103962	-		Nitrosopumilaceae archaeon SFB1	putative mRNA 3-end processing factor
gi|407461552|ref|NC_018655.1|_1362	gi|407461552|ref|NC_018655.1|	1104081	1104656	+		"Nitrosopumilaceae" Konneke et al. 2005	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
gi|407461552|ref|NC_018655.1|_1363	gi|407461552|ref|NC_018655.1|	1104653	1104973	-		"Nitrosopumilaceae" Konneke et al. 2005	cupin 2 domain-containing protein
gi|407461552|ref|NC_018655.1|_1364	gi|407461552|ref|NC_018655.1|	1104975	1105259	-		"Nitrosopumilaceae" Konneke et al. 2005	antibiotic biosynthesis monooxygenase
gi|407461552|ref|NC_018655.1|_1365	gi|407461552|ref|NC_018655.1|	1105352	1106221	+		"Nitrosopumilaceae" Konneke et al. 2005	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
gi|407461552|ref|NC_018655.1|_1366	gi|407461552|ref|NC_018655.1|	1106205	1106768	+		Candidatus Nitrosopumilus sp. AR2	5-formyltetrahydrofolate cyclo-ligase
gi|407461552|ref|NC_018655.1|_1367	gi|407461552|ref|NC_018655.1|	1106759	1108006	-		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoribosylamine-glycine ligase
gi|407461552|ref|NC_018655.1|_1368	gi|407461552|ref|NC_018655.1|	1108108	1111305	+	6.1.1.5	marine archaeal group 1 strain BD31	isoleucyl-tRNA synthetase
gi|407461552|ref|NC_018655.1|_1369	gi|407461552|ref|NC_018655.1|	1111474	1112061	+		Candidatus Nitrosopumilus salaria	Protein distantly related to bacterial ferritins
gi|407461552|ref|NC_018655.1|_1370	gi|407461552|ref|NC_018655.1|	1112170	1112499	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1371	gi|407461552|ref|NC_018655.1|	1112540	1113646	+	6.2.1.5	"Nitrosopumilaceae" Konneke et al. 2005	succinyl-CoA synthetase beta subunit
gi|407461552|ref|NC_018655.1|_1372	gi|407461552|ref|NC_018655.1|	1113643	1114560	+		"Nitrosopumilaceae" Konneke et al. 2005	Succinyl-CoA synthetase, alpha subunit
gi|407461552|ref|NC_018655.1|_1373	gi|407461552|ref|NC_018655.1|	1114592	1114759	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1374	gi|407461552|ref|NC_018655.1|	1114762	1115043	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1375	gi|407461552|ref|NC_018655.1|	1115233	1115376	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1376	gi|407461552|ref|NC_018655.1|	1115754	1118501	-		"Nitrosopumilaceae" Konneke et al. 2005	fibronectin type III domain-containing protein
gi|407461552|ref|NC_018655.1|_1377	gi|407461552|ref|NC_018655.1|	1118970	1119101	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1378	gi|407461552|ref|NC_018655.1|	1119151	1119570	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1379	gi|407461552|ref|NC_018655.1|	1119628	1120167	+		"Nitrosopumilaceae" Konneke et al. 2005	Inorganic pyrophosphatase
gi|407461552|ref|NC_018655.1|_1380	gi|407461552|ref|NC_018655.1|	1120169	1120426	+		biota	zinc finger UBP-type protein
gi|407461552|ref|NC_018655.1|_1381	gi|407461552|ref|NC_018655.1|	1120459	1122231	+		"Nitrosopumilaceae" Konneke et al. 2005	oligoendopeptidase F
gi|407461552|ref|NC_018655.1|_1382	gi|407461552|ref|NC_018655.1|	1122347	1122919	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1383	gi|407461552|ref|NC_018655.1|	1123066	1124208	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1384	gi|407461552|ref|NC_018655.1|	1124209	1124760	-		"Nitrosopumilaceae" Konneke et al. 2005	Uncharacterized conserved protein
gi|407461552|ref|NC_018655.1|_1385	gi|407461552|ref|NC_018655.1|	1124867	1125097	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1386	gi|407461552|ref|NC_018655.1|	1125353	1126147	+		"Nitrosopumilaceae" Konneke et al. 2005	DsbA oxidoreductase
gi|407461552|ref|NC_018655.1|_1387	gi|407461552|ref|NC_018655.1|	1126248	1127564	+		"Nitrosopumilaceae" Konneke et al. 2005	ATP-dependent RNA helicase DeaD
gi|407461552|ref|NC_018655.1|_1388	gi|407461552|ref|NC_018655.1|	1127613	1127846	+		"Nitrosopumilaceae" Konneke et al. 2005	AsnC/Lrp family regulatory protein
gi|407461552|ref|NC_018655.1|_1389	gi|407461552|ref|NC_018655.1|	1127924	1128475	-		"Nitrosopumilaceae" Konneke et al. 2005	methyl-accepting chemotaxis protein
gi|407461552|ref|NC_018655.1|_1390	gi|407461552|ref|NC_018655.1|	1128492	1128776	+		"Nitrosopumilaceae" Konneke et al. 2005	zinc finger, C2H2 type protein
gi|407461552|ref|NC_018655.1|_1391	gi|407461552|ref|NC_018655.1|	1128861	1129151	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1392	gi|407461552|ref|NC_018655.1|	1129148	1129837	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1393	gi|407461552|ref|NC_018655.1|	1129884	1130648	+		Nitrosopumilus maritimus SCM1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1394	gi|407461552|ref|NC_018655.1|	1130611	1131069	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1395	gi|407461552|ref|NC_018655.1|	1131141	1131476	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1396	gi|407461552|ref|NC_018655.1|	1131522	1131638	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1397	gi|407461552|ref|NC_018655.1|	1131706	1131990	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1398	gi|407461552|ref|NC_018655.1|	1131987	1134014	-		"Nitrosopumilaceae" Konneke et al. 2005	Highly conserved protein containing thioredoxin domain
gi|407461552|ref|NC_018655.1|_1399	gi|407461552|ref|NC_018655.1|	1134054	1134287	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1400	gi|407461552|ref|NC_018655.1|	1134368	1135402	+	1.1.1.1	"Nitrosopumilaceae" Konneke et al. 2005	alcohol dehydrogenase
gi|407461552|ref|NC_018655.1|_1401	gi|407461552|ref|NC_018655.1|	1135424	1135576	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1402	gi|407461552|ref|NC_018655.1|	1135609	1135842	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1403	gi|407461552|ref|NC_018655.1|	1135832	1136422	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1404	gi|407461552|ref|NC_018655.1|	1136443	1136691	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1405	gi|407461552|ref|NC_018655.1|	1136695	1137381	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1406	gi|407461552|ref|NC_018655.1|	1137627	1139105	+		Candidatus Nitrosoarchaeum	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1407	gi|407461552|ref|NC_018655.1|	1139143	1139352	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1408	gi|407461552|ref|NC_018655.1|	1139349	1139564	-		Candidatus Nitrosopumilus sp. AR2	AsnC family transcriptional regulator
gi|407461552|ref|NC_018655.1|_1409	gi|407461552|ref|NC_018655.1|	1139646	1140458	-	5.4.99.12	"Nitrosopumilaceae" Konneke et al. 2005	tRNA pseudouridine synthase D
gi|407461552|ref|NC_018655.1|_1410	gi|407461552|ref|NC_018655.1|	1140655	1140840	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1411	gi|407461552|ref|NC_018655.1|	1140837	1142393	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
